"Field_None","None","없음","なし","無","无","Aucun","Nessuno","Keins","Ninguno","Нет","Nenhum","لا شيء","","","","","","","","","","","","",""
"Field_DeviceTrackingActor","Device Tracking Actor","장치 트래킹 플레이어","装置トラッキングアクター","使用特定設備進行檢測","使用特定设备进行检测","Acteur appareil de suivi","Dispositivo agente di rilevamento","Tracking-Gerät-Handelnder","Jugador del dispositivo de seguimiento","Отслеживающий устройство","Ator do Dispositivo de Rastreio","ممثل تتبع الجهاز","","","","","","","","","","","","",""
"Field_Custom","Custom","사용자 설정","カスタム","通用","通用","Personnaliser","Personalizzato","Eigene","Personalizado","Другое","Personalizado","مخصص","","","","","","","","","","","","",""
"Field_ProjectionInHeadset","Display in World to Headset","화면을 헤드셋에 표시","ワールドからヘッドセットへの表示","是否在頭盔中顯示預覽","是否在头盔中显示预览","Afficher dans Monde vers Casque","Mostra proiezione al visore","In der Headset-Welt anzeigen","Mostrar el mundo a los auriculares","Отображать «мир» в гарнитуре","Exibir Mundo no Headset","عرض في العالم على سماعة الرأس","","","","","","","","","","","","",""
"Field_ProjectionInOtherCams","Display in World to Other Cameras","화면을 다른 카메라에 표시","ワールドから他のカメラへの表示","是否在其餘相機中顯示預覽","是否在其他相机中显示预览","Afficher dans Monde vers Autres caméras","Mostra proiezione alle videocamere","In anderen Kamera-Welten anzeigen","Mostrar en el mundo a otras cámaras","Отображать «мир» на других камерах","Exibir Mundo em Outras Câmeras","عرض في العالم على الكاميرات الأخرى","","","","","","","","","","","","",""
"Field_SubjectSettings","WildKey™ Scene Settings","WildKey™ 장면 설정","WildKey™シーン設定","WildKey™ 場景設定","WildKey™场景设置","Paramètres scène WildKey™","Impostazioni scena WildKey™","WildKey™-Szenen-Einstellungen","Configuración de escena WildKey™","Настройки отображения WildKey™","Configurações de Cena de WildKey™","إعدادات مشهد WildKey™","","","","","","","","","","","","",""
"Field_BgRemovalTolerance","BG Removal Tolerance","배경 제거 허용 오차","BG除去許容値","靜態背景消除容忍度","静态背景消除容差","Tolérance Suppression Fond","Tolleranza rimozione sfondo","BG-Entfernungstoleranz","Tolerancia de eliminación de fondo","Допустимое удаление фона","Tolerância de Remoção do P. de Fundo","السماح بإزالة الخلفية","","","","","","","","","","","","",""
"Field_BgRemovalFadeRange","BG Removal Fade Range","배경 제거 페이드 범위","BG除去フェード範囲","靜態背景消除程度","静态背景消除程度","Gamme d'atténuation Suppression Fond","Gamma di dissolvenza rimozione sfondo","BG-Entfernungsreichweite","Rango atenuación de eliminación de fondo","Диапазон удаления фона","Variação de Esmaecimento ao Remover P. de fundo","مدى البهتان عند إزالة الخلفية","","","","","","","","","","","","",""
"Field_Cropping","Subject Boxing","제목 상자","ボクシング","主體框","对象框定","Cadrage sujet","Boxing soggetto","Subjekt-Boxing","Recorte del sujeto","Кадрирование объекта","Corte do Objeto","وضع الهدف في صندوق","","","","","","","","","","","","",""
"Field_StaticColor","Fixed Background","고정 배경","固定背景","固定背景","固定背景","Arrière-plan fixe","Sfondo fisso","Fixierter Hintergrund","Fondo fijo","Фиксированный фон","Plano de Fundo Fixo","خلفية ثابتة","","","","","","","","","","","","",""
"Field_StaticDepth","Fixed Depth","고정 깊이","固定深度","固定深度","固定深度","Profondeur fixe","Profondità fissa","Fixierte Tiefe","Profundidad fija","Фиксированная глубина","Profundidade Fixa","عمق ثابت","","","","","","","","","","","","",""
"Field_ChromaWeight","Chroma Weight","크로마 가중치","クロマ重量","色度鍵控置信度","色度键控置信度","Poids Chroma","Peso chroma key","Chroma-Gewichtung","Peso de croma","Вес хромакея","Peso do Chroma Key","وزن الكروما","","","","","","","","","","","","",""
"Tooltip_StreamingResolutionNotSupported","Some streaming services may not be compatible with non-standard 16:9 custom resolutions","스트리밍 서비스에 따라 비표준 16:9 사용자 설정 해상도가 호환되지 않을 수 있습니다.","ストリーミングサービスによっては、非標準16：9のカスタム解像度との互換性がないかもしれません","某些串流服務可能與非標準的16:9自訂義解析度不相容","一些流传输服务可能与非标准16:9自定义分辨率不兼容","Certains services de streaming peuvent ne pas être compatibles avec des résolutions personnalisées hors norme 16/9","Potrebbe accadere che alcuni servizi di streaming non siano compatibili con risoluzioni personalizzate 16:9 non standard","Manche Streaming-Dienste sind möglicherweise nicht kompatibel mit benutzerdefinierten nicht-standardmäßigen 16:9-Auflösungen","Algunos servicios de transmisión podrían no ser compatibles con resoluciones personalizadas no estándar de 16:9","Некоторые трансляционные службы могут быть несовместимы с нестандартными пользовательскими разрешениями 16:9","Alguns serviços de transmissão podem não ser compatíveis com resoluções personalizadas fora do padrão 16:9.","يمكن ألا تتوافق بعض خدمات البث مع مقاييس الدقة المخصصة غير القياسية 16:9.","","","","","","","","","","","","",""
"Field_CustomResolution","Custom Resolution","사용자 설정 해상도","カスタム解像度","自訂解析度","自定义分辨率","Résolution personnalisée","Risoluzione personalizzata","Eigene Auflösung","Resolución personalizada","Пользовательское разрешение","Resolução Personalizada","الدقة المخصصة","","","","","","","","","","","","",""
"Field_ScreenSize","Window Size","창 크기","ウィンドウサイズ","視窗尺寸","窗口尺寸","Taille fenêtre","Dimensione finestra","Fenstergröße","Tamaño de la ventana","Размер окна","Tamanho da Janela","حجم النافذة","","","","","","","","","","","","",""
"Warning_NoResolutionChange","Changing the output resolution is disabled when recording or streaming","녹화 또는 스트리밍 도중에는 출력 해상도를 변경할 수 없습니다.","録画中またはストリーミング中は、出力解像度の変更が無効になっています","錄影或串流時，變更輸出解析度會停用","录像或进行流传输时，输出分辨率更改功能将被禁用","Le changement de la résolution sortie est désactivé lors de l'enregistrement ou du streaming","Il cambio della risoluzione d'uscita è disabilitato durante la registrazione o lo streaming","Während der Aufnahme oder des Streamings kann die Ausgabeauflösung nicht geändert werden","Los cambios en la resolución de la imagen producida están inhabilitados mientras se graba o se transmite","Нельзя менять выходное разрешение при записи или трансляции","A opção de mudar a resolução de saída fica desabilitada enquanto grava ou transmite.","يتم تعطيل خاصية تغيير دقة الإخراج عند التسجيل أو البث","","","","","","","","","","","","",""
"Action_CycleCameraForward","Next Camera","다음 카메라","次のカメラ","下一個相機","下一个相机","Caméra suivante","Videocamera successiva","Nächste Kamera","Siguiente cámara","Следующая камера","Próxima Câmera","الكاميرا التالية","","","","","","","","","","","","",""
"Action_CycleCameraBack","Previous Camera","이전 카메라","前のカメラ","前一個相機","前一个相机","Caméra précédente","Videocamera precedente","Vorherige Kamera","Cámara anterior","Предыдущая камера","Câmera Anterior","الكاميرا السابقة","","","","","","","","","","","","",""
"Warning_LicenseType","License Type","라이선스 유형","ライセンスの種類","證書類型","证书类型","Type de licence","Tipo di licenza","Lizenzart","Tipo de licencia","Тип лицензии","Tipo de Licença","نوع الترخيص","","","","","","","","","","","","",""
"Warning_LicenseStatus","License Status","라이선스 상태","ライセンスの状態","證書狀態","证书状态","Statut Licence","Stato della licenza","Lizenzstatus","Estado de la licencia","Статус лицензии","Status da Licença","حالة الترخيص","","","","","","","","","","","","",""
"LicenseType_Free","Free","무료","フリー","免費","免费","Gratuit","Gratis","Frei","Gratis","Бесплатная","Gratuita","مجاني","","","","","","","","","","","","",""
"LicenseType_Arcade","Arcade","아케이드","アーケード","電玩","街机","Arcade","Arcade","Spieler","Arcade","Аркада","Arcade","أركيد","","","","","","","","","","","","",""
"LicenseType_Creator","Creator","제작자","クリエーター","工作室","工作室","Créateur","Creatore","Schöpfer","Creador","Создатель","Criador","مبتكر","","","","","","","","","","","","",""
"LicenseType_Indie","Indie","인디","インディー","獨立","独立","Indé","Indipendente","Indie","Indie","Инди","Indie","إندي","","","","","","","","","","","","",""
"LicenseType_Educator","Educator","교육용","教育者","教育","教育","Éducateur","Formatore","Lehrer","Educador","Образовательная","Educador","معلم","","","","","","","","","","","","",""
"LicenseType_Streamer","Streamer","스트리머","ストリーマー","直播","主播","Streamer","Streamer","Streamer","Streamer","Стример","Streamer","لاعب","","","","","","","","","","","","",""
"LicenseType_eSports","eSports","이스포츠","eスポーツ","電競","电竞","eSports","eSport","eSports","eSports","Электронный спорт","eSports","الألعاب الإلكترونية","","","","","","","","","","","","",""
"LicenseType_Film","Film","영화","フィルム","電影","电影","Film","Film","Film","Film","Фильм","Filme","فيلم","","","","","","","","","","","","",""
"LicenseType_Pro","Pro","프로","プロ","專業","专业","Pro","Professionista","Profi","Pro","Профессиональная","Profissional","محترف","","","","","","","","","","","","",""
"LicenseType_Enterprise","Enterprise","기업","企業","企業","企业","Entreprise","Impresa","Unternehmen","Empresa","Корпоративная","Empresa","مشروع","","","","","","","","","","","","",""
"LicenseStatus_Valid","Valid","유효","有効","有效","有效","Valide","Valido","Gültig","Válida","Действительная","Válida","صالح","","","","","","","","","","","","",""
"LicenseStatus_Invalid","Invalid","무효","無効","失效","失效","Invalide","Non valido","Ungültig","Inválida","Недействительная","Inválida","غير صالح","","","","","","","","","","","","",""
"Warning_InvalidNumber","Please input valid number","유효한 숫자를 입력하여 주십시오","有効な番号を入力してください","請輸入適合的數字","请输入合法数字","Veuillez saisir le numéro valide","Inserisci un numero valido","Bitte eine gültige Nummer eingeben","Introduce por favor un número válido","Введите действующий номер","Insira um número válido","يرجى إدخال رقم صالح","","","","","","","","","","","","",""
"Warning_HighResolution","Resolution should be lower than","해상도는 다음보다 낮아야 합니다:","この値より小さい解像度を選んでください:","解析度須低於","分辨率必须低于","La résolution devrait être inférieure à","La risoluzione deve essere inferiore a","Auflösung sollte geringer sein als","La resolución debe ser inferior a","Разрешение должно быть ниже","A resolução deve ser menor do que","يجب أن تكون الدقة أقل من","","","","","","","","","","","","",""
"Warning_PowerfulRequire","Powerful hardware required","강력한 하드웨어가 필요합니다","パワーのあるハードウェアが必要","推薦使用高配置電腦","推荐使用高配置机器","Matériel puissant nécessaire","Hardware di elevata potenza necessario","Leistungsstarke Hardware erforderlich","Es necesario un hardware potente.","Требуется мощное оборудование","Hardware poderoso necessário","أجهزة قوية مطلوبة","","","","","","","","","","","","",""
"Warning_ScreenResolution","Current Screen Resolution is","현재 화면 해상도:","現在の画面解像度は","目前的畫面解析度是","当前屏幕分辨率是","La résolution d'écran actuelle est","Risoluzione schermo attuale:","Aktuelle Bildschirm-Auflösung ist","La resolución de pantalla actual es","Текущее разрешение экрана:","A Resolução de Tela Atual é","دقة الشاشة الحالية هي","","","","","","","","","","","","",""
"Warning_LowResolution","Resolution should be higher than","해상도는 다음보다 높아야 합니다:","解像度はxxより高くなければならない","解析度須高於","分辨率应高于","La résolution devrait être supérieure à","La risoluzione deve essere superiore a","Auflösung sollte höher sein als","La resolución debe ser superior a","Разрешение должно быть выше","A resolução deve ser maior do que","يجب أن تكون الدقة أعلى من","","","","","","","","","","","","",""
"Warning_GoodResolution","Acceptable resolution","허용 해상도","許容可能な解像度","適合的解析度","合适的分辨率","Résolution acceptable","Risoluzione accettabile","Akzeptable Auflösung","Resolución aceptable","Приемлемое разрешение","Resolução aceitável","الدقة المقبولة","","","","","","","","","","","","",""
"Title_Audio","Audio","오디오","オーディオ","音頻","音频","Audio","Audio","Audio","Audio","Звук","Áudio","الصوت","","","","","","","","","","","","",""
"Field_UseAudio","Capture Audio Device when Recording or Streaming","녹화 또는 스트리밍 시 오디오 장치 녹음","録音またはストリーミング時にオーディオデバイスをキャプチャする","錄影或串流時擷取音效裝置","录制或流式处理时捕获音频设备","Capturer appareil audio en Enregistrement ou en Streaming","Acquisisci dispositivo audio durante registrazione o streaming","Audio-Gerät beim Aufnehmen oder Streaming erfassen","Captura el dispositivo de sonido al grabar o transmitir","Захват звука устройства во время записи видео или трансляции","Capturar Dispositivo de Áudio ao Gravar ou Transmitir","التقاط جهاز الصوت عند التسجيل أو البث","","","","","","","","","","","","",""
"Field_Volume","Volume","음량","音量","音量","音量","Volume","Volume","Lautstärke","Volumen","Громкость","Volume","حجم الصوت","","","","","","","","","","","","",""
"Field_UseDesktopAudio","Capture Desktop Audio when Recording or Streaming","녹화 또는 스트리밍 시 데스크톱 오디오 녹음","レコーディング、またはストリーミング時にデスクトップオーディオをキャプチャする","錄影或流傳輸時抓取桌面音","录像或流传输时抓取桌面声音","Capturer Audio bureau en Enregistrement ou en Streaming","Acquisizione dell'audio desktop durante la registrazione o lo streaming","Desktop-Audio beim Aufnehmen oder Streaming erfassen","Capturar audio del escritorio al grabar o transmitir","Захват звука рабочего стола во время записи видео или трансляции","Capturar Áudio do Desktop ao Gravar ou Transmitir","التقاط سطح المكتب عند التسجيل أو البث","","","","","","","","","","","","",""
"Field_Version","Version","버전","バージョン","版本","版本","Version","Versione","Version","Versión","Версия","Versão","الإصدار","","","","","","","","","","","","",""
"Action_ResetDataExit","Reset Data and Exit","데이터 초기화 및 종료","データをリセットして終了","重置數據並離開","重置数据并退出","Réinitialiser les données et quitter","Ripristina dati ed esci","Daten zurücksetzen und beenden","Reiniciar datos y salir","Сбросить данные и выйти","Zerar os Dados e Sair","إعادة ضبط البيانات والخروج","","","","","","","","","","","","",""
"Field_StaticColorWeight","Color Weight","색상 가중치","カラー重量","靜態消除置信度","静态消除置信度","Poids couleurs","Peso colore","Farb-Gewichtung","Peso del color","Вес цвета","Peso da Cor","وزن اللون","","","","","","","","","","","","",""
"Field_StaticDepthWeight","Depth Weight","깊이 가중치","深度重量","深度消除置信度","深度消除置信度","Poids profondeur","Peso profondità","Tiefen-Gewichtung","Peso de la profundidad","Вес глубины","Peso da Profundidade","وزن العمق","","","","","","","","","","","","",""
"Warning_Streaming_UrlInvalid","Streaming failed. Please check your streaming URL or key and try again","스트리밍에 실패했습니다. 스트리밍 URL 또는 키를 확인한 후 다시 시도하십시오.","ストリーミングに失敗しました。ストリーミングURLまたはKeyを確認して、もう一度お試しください。","流傳輸失敗，請檢查傳輸地址和密鑰","流传输失败，请检查网址和流密钥","Échec du streaming. Veuillez vérifier l'URL de streaming ou la Clé et réessayer.","Streaming non riuscito. Controlla l'URL dello streaming o il tasto e riprova.","Streaming nicht möglich. Bitte überprüfe die Streaming-URL oder den Schlüssel und versuche es noch einmal.","Error en la transmisión. Revisa por favor la URL o clave de transmisión y vuelve a intentarlo.","Трансляция прервана. Проверьте URL и ключ трансляции и попробуйте ещё раз.","A transmissão falhou. Verifique a URL da transmissão ou Chave e tente novamente.","فشل البث. يرجى التحقق من عنوان الموقع أو مفتاح البث وحاول مرة أخرى.","","","","","","","","","","","","",""
"Warning_Streaming_Failed","Streaming failed. Please check your network connection and try again","스트리밍에 실패했습니다. 나중에 다시 시도하십시오.","ストリーミングに失敗しました。後でやり直してください。","流傳輸失敗，請稍後再試","流传输失败，请稍后再试","Échec du streaming. Veuillez réessayer plus tard.","Streaming non riuscito. Riprova più tardi.","Streaming nicht möglich. Versuche es später noch einmal.","Error en la transmisión. Vuelve a intentarlo más tarde.","Трансляция прервана. Попробуйте ещё раз.","A transmissão falhou. Tente novamente mais tarde.","فشل البث. يرجى المحاولة مرة أخرى في وقت لاحق.","","","","","","","","","","","","",""
"Field_OldVersionData","Your version of MixCast Studio is unsupported in this title and some features may not function as expected. Please update to the latest version of MixCast Studio at MixCast.me!","현재 MixCast Studio 버전이 이 타이틀에서 지원되지 않아, 일부 기능이 예상대로 작동하지 않을 수 있습니다. MixCast.me에서 MixCast Studio를 최신 버전으로 업데이트하십시오!","このタイトルはご利用のバージョンのMixCast Studioに対応していないため、一部の機能が想定通り機能しない可能性があります。MixCast.meでMixCast Studioを最新バージョンにアップデートしてください！","您當前的MixCast Studio已經過期，許多新功能將不能正常運轉，請訪問MixCast.me更新您的MixCast Studio","您当前的MixCast Studio已经过期，许多新功能将无法支持，请尝试在MixCast.me上更新您的MixCast Studio","Votre version de MixCast Studio n'est pas prise en charge dans ce titre et certaines fonctionnalités peuvent ne pas fonctionner comme prévu. Veuillez passer à la version la plus récente de MixCast Studio sur MixCast.me !","La tua versione di MixCast Studio non viene supportata dal presente titolo e alcune funzionalità potrebbero non funzionare correttamente. Aggiorna all'ultima versione di MixCast Studio su MixCast.me!","Deine Version von MixCast Studio wird von dieser Anwendung nicht unterstützt und manche Funktionen könnten nicht wie erwartet reagieren. Bitte hol dir die neueste Version von MixCast Studio auf MixCast.me!","Tu versión de MixCast Studio no es compatible con este juego y algunas funciones podrían no funcionar según lo esperado. ¡Descárgate la versión más reciente de MixCast Studio en MixCast.me!","Игра не поддерживает вашу версию MixCast Studio, поэтому некоторые функции могут работать не так, как ожидается. Обновите версию программы на сайте MixCast.me!","A sua versão do MixCast Studio não é compatível com este título e alguns recursos podem não funcionar como esperado. Favor atualizar para a versão mais recente do MixCast Studio em MixCast.me!","الإصدار الخاص بك من MixCast Studio غير معتمد في هذا التطبيق وقد لا تعمل بعض الميزات كما هو متوقع. يرجى التحديث إلى أحدث إصدار من MixCast Studio في MixCast.me!","","","","","","","","","","","","",""
"Info_Streaming_Started","Streaming started.","스트리밍이 시작되었습니다.","ストリーミングを開始しました。","流傳輸開始","流传输开始","Streaming démarré.","Streaming avviato.","Streaming gestartet.","Inicio de la transmisión","Трансляция начата.","Transmissão iniciada.","بدأ البث.","","","","","","","","","","","","",""
"Info_Streaming_Stopped","Streaming stopped.","스트리밍이 중단되었습니다.","ストリーミングを停止しました。","流傳輸停止","流传输停止","Streaming arrêté.","Streaming interrotto.","Streaming gestoppt.","Finalización de la transmisión","Трансляция остановлена.","Transmissão parada.","توقف البث.","","","","","","","","","","","","",""
"Warning_Video_Encoder_Error","There was an error encoding the video.","비디오를 인코딩하는 도중에 오류가 발생했습니다.","ビデオをエンコードする際にエラーが発生しました。","在視頻編碼時發生了一個錯誤","在视频编码时发生了一个错误","Une erreur s'est produite en encodant la vidéo.","Si è verificato un errore durante la codifica del video.","Beim Encoding des Videos ist ein Fehler aufgetreten.","Error en la codificación del vídeo","Возникла ошибка при кодировании видео.","Houve um erro ao codificar o vídeo.","حدث خطأ أثناء ترميز الفيديو.","","","","","","","","","","","","",""
"Info_Encoding_Stopped","Finished encoding video:","비디오 인코딩 완료:","完成したエンコードビデオ：","視頻編碼結束","视频编码结束","Encodage vidéo terminé :","Codifica video completata:","Encoding des Videos abgeschlossen:","Se ha finalizado de codificar el vídeo:","Кодирование видео завершено:","Codificação do vídeo concluída:","لقد انتهى ترميز الفيديو:","","","","","","","","","","","","",""
"Info_Saved_Screenshot","Screenshot saved to:","스크린샷 저장 위치:","スクリーンショット保存先：","截屏保存至：","截图保存至：","Capture d'écran sauvegardée vers :","Immagine salvata su:","Screenshot wurde gespeichert unter:","La captura de pantalla se ha grabado en:","Скриншот сохранен:","Captura de tela salva em:","تم حفظ لقطة الشاشة في:","","","","","","","","","","","","",""
"Warning_Screenshot_Error","Error saving screenshot.","스크린샷을 저장하는 도중에 오류가 발생했습니다.","スクリーンショットの保存中にエラーが発生しました。","截屏保存出錯","截图保存出错","Erreur de sauvegarde capture d'écran.","Errore durante il salvataggio dell'immagine.","Fehler beim Speichern des Screenshots.","Error al guardar la captura de pantalla","Ошибка при сохранении скриншота.","Erro ao salvar captura de tela.","خطأ في حفظ لقطة الشاشة.","","","","","","","","","","","","",""
"Info_Recording_Started","Recording started.","녹화가 시작되었습니다.","レコーディングを開始しました。","綠影開始","录像开始","Enregistrement démarré.","Registrazione avviata.","Aufnahme gestartet.","Inicio de la grabación","Запись начата.","Gravação iniciada.","بدأ التسجيل.","","","","","","","","","","","","",""
"Info_Recording_Stopped","Recording stopped.","녹화가 중단되었습니다.","レコーディングを停止しました。","綠影結束","录像结束","Enregistrement arrêté.","Registrazione interrotta.","Aufnahme gestoppt.","Finalización de la grabación","Запись остановлена.","Gravação parada.","توقف التسجيل.","","","","","","","","","","","","",""
"Field_BgRemovalFallbackAlpha","BG Removal Fallback Alpha","배경 제거 대체 알파","BG除去フォールバックアルファ","背景移除透明度","背景移除回退透明度","Alpha Recul Suppression Fond","Fallback Alpha rimozione sfondo","BG-Entfernungstransparenz Alpha","Eliminación de fondo Fallback Alpha","Резерв удаления фона Альфа","Remover Contigência Alfa de P. de Fundo","ألفا الاحتياطية عند إزالة الخلفية","","","","","","","","","","","","",""
"Field_UseDepthInStatic","Use Static Depth Values","정적 깊이값 사용","静的深度値を使用する","使用靜止深度值","使用静态景深值","Utiliser Valeur profondeur statique","Usa i valori di profondità statica","Statische Tiefenwerte verwenden","Usar valores de profundidad estática","Использовать статические значения глубины","Usar Valores de Profundidade Estáticos","استخدام قيم عمق ثابت","","","","","","","","","","","","",""
"Action_ResetCalib","Reset Calibration","보정 초기화","キャリブレーションをリセット","重設校準","重置校准","Réinitialiser Calibration","Ripristina calibrazione","Kalibrierung zurücksetzen","Reiniciar calibración","Сбросить калибровку","Redefinir Calibração","إعادة تعيين المعايرة","","","","","","","","","","","","",""
"Action_SampleBackground","Sample Background (Hold)","샘플 배경(길게 클릭)","サンプル背景（長押し）","範例背景（按住）","采样背景（按住）","Échantillonner fond (Maintenir)","Campionamento sfondo (tieni premuto)","Hintergrund erfassen (Still)","Fondo de muestra (mantener)","Образец фона (задержать)","Amostra de plano de fundo (Segure)","عينة خلفية (الضغط المستمر)","","","","","","","","","","","","",""
"Action_UndoSampleBackground","Undo Last Background Sample","마지막 배경 샘플 취소","前回の背景サンプルを取り消す","復原最後一個背景範例","还原最新背景采样","Annuler Dernier échantillonnage de fond","Annulla ultimo campionamento sfondo","Rückgängig: Letzten erfassten Hintergrund","Deshacer el último fondo de muestra","Отменить последний образец фора","Desfazer última amostra de plano de fundo","التراجع عن آخر عينة خلفية","","","","","","","","","","","","",""
"Action_CloseCalib","Close Calibration","보정 닫기","キャリブレーションを閉じる","關閉校準","关闭校准","Fermer Calibration","Chiudi calibrazione","Kalibrierung schließen","Cerrar calibración","Закрыть калибровку","Fechar Calibração","تراجع عن الخلفية العينة","","","","","","","","","","","","",""
"Field_PlayerExposureFactor","Exposure","노출","露出","曝光","曝光","Exposition","Esposizione","Belichtung","Exposición","Выдержка","Exposição","تعرض","","","","","","","","","","","","",""
"Field_PlayerGainFactor","Gain","게인","増大","增值","增益","Gain","Guadagno","Signalverstärkung","Ganancia","Увеличение","Ganho","كسب","","","","","","","","","","","","",""
"Field_PlayerWhiteBalanceFactor","White Balance","화이트 밸런스","ホワイトバランス","白平衡","白平衡","Balance des blancs","Bilanciamento del bianco","Weißabgleich","Balance de blancos","Баланс белого","Equilíbrio de Branco","توازن اللون الأبيض","","","","","","","","","","","","",""
"Dismiss","Dismiss","해제","却下","取消","取消","Ignorer","Rimuovi","Verwerfen","Desechar","Отменить","Ignorar","رفض","","","","","","","","","","","","",""
"Warning_NoInputForSettings","These settings are only valid when an input device has been set for the camera.","이 설정은 카메라의 입력 장치가 설정된 경우에만 유효합니다.","入力デバイスがカメラに設定されている場合にのみ有効な設定です。","這些設定僅在將一輸入裝置設定為攝影機時生效","这些设置仅在为相机设置了输入设备时有效。","Ces paramètres ne sont valides que lorsqu'un appareil d'entrée a été configuré pour la caméra.","Queste impostazioni sono valide solo se è stato impostato un dispositivo d'ingresso per la videocamera.","Diese Einstellungen sind nur gültig, wenn ein Eingabegerät für die Kamera festgelegt wurde.","Estas configuraciones solo son válidas cuando se configure un dispositivo de entrada para la cámara.","Эти настройки действуют, только когда для камеры задано устройство ввода.","Estas configurações são válidas apenas quando um dispositivo de entrada for definido como câmera.","هذه الإعدادات صالحة فقط عندما يتم تعيين جهاز إدخال للكاميرا.","","","","","","","","","","","","",""
"OK","OK","확인","OK","確定","确定","OK","OK","OK","Aceptar","ОК","OK","حسنا","","","","","","","","","","","","",""
"Close","Close","닫기","閉じる","關閉","关闭","Fermer","Chiudi","Schließen","Cerrar","Закрыть","Fechar","غلق","","","","","","","","","","","","",""
"Minimize","Minimize","최소화","最小化","最小化","最小化","Réduire","Riduci a icona","Minimieren","Minimizar","Свернуть","Minimizar","تصغير","","","","","","","","","","","","",""
"Title_NoNewMessages","No Messages","메시지 없음","メッセージなし","無訊息","无消息","Pas de messages","Nessun messaggio","Keine Nachrichten","No hay mensajes.","Нет сообщений","Nenhuma Mensagem","لا توجد رسائل","","","","","","","","","","","","",""
"Info_NoNewMessages","There are no new messages.","새로운 메시지가 없습니다.","新しいメッセージはありません。","沒有新訊息","无新消息。","Il n'y a pas de nouveaux messages.","Nessun nuovo messaggio.","Keine neuen Nachrichten vorhanden.","No hay mensajes nuevos.","Нет новых сообщений.","Não há mensagens novas.","لا توجد رسائل جديدة.","","","","","","","","","","","","",""
"Tooltip_SamplingBackground","Sampling Background","배경 샘플링","サンプリングの背景","範例背景","采样背景","Fond d'échantillon","Misurazione sfondo","Hintergrund-Sampling","Muestras del fondo","Семплирование фона","Amostragem de P. de fundo","وضع عينات للخلفية","","","","","","","","","","","","",""
"Action_Calibrate","Calibrate","보정","キャリブレーション","校準","校准","Calibrer","Calibrazione","Kalibrieren","Calibrar","Калибровать","Calibrar","معايرة","","","","","","","","","","","","",""
"Action_DirectShow_Properties","Configure Video","비디오 구성","ビデオを設定する","組態視頻","配置视频","Configurer vidéo","Configura video","Video konfigurieren","Configurar vídeo","Конфигурация видео","Configurar Vídeo","تكوين فيديو","","","","","","","","","","","","",""
"Action_Close","Close MixCast","MixCast 닫기","MixCastを閉じる","關閉MixCast","关闭MixCast","Fermer MixCast","Chiudi MixCast","MixCast schließen","Cerrar MixCast","Закрыть MixCast","Fechar MixCast","غلق MixCast","","","","","","","","","","","","",""
"StreamingService_None","None","없음","なし","無","无","Aucun","Nessuno","Ohne","Ninguno","Нет","Nenhum","لا شيء","","","","","","","","","","","","",""
"StreamingService_Custom","Custom","사용자 설정","カスタマイズ","自動","自定义","Personnalisé","Personalizzato","Benutzerdefiniert","Personalizado","Пользовательская","Personalizado","مخصص","","","","","","","","","","","","",""
"StreamingService_Twitch","Twitch","Twitch","Twitch","Twitch","Twitch","Twitch","Twitch","Twitch","Twitch","Twitch","Twitch","Twitch","","","","","","","","","","","","",""
"Field_DirectShow_Properties","Camera Properties","카메라 속성","カメラプロパティ","攝影機屬性","相机属性","Propriétés caméra","Proprietà videocamera","Kameraeigenschaften","Propiedades de la cámara","Свойства камеры","Propriedades da Câmera","خصائص الكاميرا","","","","","","","","","","","","",""
"Tooltip_Auto_Warning","Some camera settings are set to 'Auto'. This can result in inconsistent WildKey™ results.","자동'으로 설정된 카메라 설정이 있습니다. 이는 일정하지 않은 WildKey™ 결과를 초래할 수 있습니다.","カメラの設定の中には、「自動」に設定されているものもあります。これは、一貫性に欠けたWildKey™の結果につながります。","某些攝影機設定被設定為「自動」。這可能會導致WildKey™結果不一致。","一些相机设置被设为“自动”，这可能导致WildKey™结果不一致。","Certains réglages caméra sont définis en « Auto ». Cela peut engendrer des résultats WildKey™ variables.","Alcune impostazioni della videocamera sono impostate su ""Automatico"". Tali impostazioni potrebbero comportare risultati incoerenti di WildKey™.","Einige Kameraeinstellungen sind auf 'Auto' eingestellt. Das kann zu nicht konsistenten WildKey™-Ergebnissen führen.","Hay elementos de la configuración de la cámara en ""Auto"", lo que puede generar resultados incoherentes de WildKey™.","Некоторые настройки камеры автоматические. Это может привести к нестабильным результатам WildKey™.","Algumas configurações de câmera são definidas para ""Automático"". Isto pode resultar em inconsistências no resultado do WildKey™.","تُعين بعض إعدادات الكاميرا للوضع ‘تلقائي‘. يمكن أن يؤدي هذا إلى نتائج WildKey™ غير متناسقة.","","","","","","","","","","","","",""
"Field_StaticDepthOutlineSize","Outline Size","윤곽선 크기","アウトラインのサイズ","輪廓大小","描边大小","Dimensions de contour","Formato contorno","Umrissgröße","Tamaño del contorno","Размер контура","Tamanho do Contorno","حجم المخطط","","","","","","","","","","","","",""
"Field_StaticDepthOutlineFade","Outline Blend","윤곽선 혼합","アウトラインの調和","輪廓混合","描边混合","Fondu de contour","Sfumatura contorno","Umrisseinblendung","Fundido del contorno","Рассеивание контура","Mesclagem do Contorno","دمج المخطط","","","","","","","","","","","","",""
